year,CO2-GR,FRED-MD-1,FRED-MD-2,FRED-MD-3,FRED-MD-4,FRED-MD-5,FRED-MD-6,FRED-MD-7,FRED-MD-8,FRED-MD-9,FRED-MD-10,FRED-MD-11,FRED-MD-12,FRED-MD-13,FRED-MD-14,FRED-MD-15,FRED-MD-16,FRED-MD-17,FRED-MD-18,FRED-MD-19,FRED-MD-20,FRED-MD-21,FRED-MD-22,FRED-MD-23,FRED-MD-24,FRED-MD-25,FRED-MD-26,FRED-MD-27,FRED-MD-28,FRED-MD-29,FRED-MD-30,FRED-MD-31,FRED-MD-32,FRED-MD-33,FRED-MD-34,FRED-MD-35,FRED-MD-36,FRED-MD-37,FRED-MD-38,FRED-MD-39,FRED-MD-40,FRED-MD-41,FRED-MD-42,FRED-MD-43,FRED-MD-44,FRED-MD-45,FRED-MD-46,FRED-MD-47,FRED-MD-48,FRED-MD-49,FRED-MD-50,FRED-MD-51,FRED-MD-52,FRED-MD-53,FRED-MD-54,FRED-MD-55,FRED-MD-56,FRED-MD-57,FRED-MD-58,FRED-MD-59,FRED-MD-60,FRED-MD-61,FRED-MD-62,FRED-MD-63,FRED-MD-64,FRED-MD-65,FRED-MD-66,FRED-MD-67,FRED-MD-68,FRED-MD-69,FRED-MD-70,FRED-MD-71,FRED-MD-72,FRED-MD-73,FRED-MD-74,FRED-MD-75,FRED-MD-76,FRED-MD-77,FRED-MD-78,FRED-MD-79,FRED-MD-80,FRED-MD-81,FRED-MD-82,FRED-MD-83,FRED-MD-84,FRED-MD-85,FRED-MD-86,FRED-MD-87,FRED-MD-88,FRED-MD-89,FRED-MD-90,FRED-MD-91,FRED-MD-92,FRED-MD-93,FRED-MD-94,FRED-MD-95,FRED-MD-96,FRED-MD-97,FRED-MD-98,FRED-MD-99,FRED-MD-100,FRED-MD-101,FRED-MD-102,FRED-MD-103,FRED-MD-104,FRED-MD-105,FRED-MD-106,FRED-MD-107,FRED-MD-108,FRED-MD-109,FRED-MD-110,FRED-MD-111,FRED-MD-112,FRED-MD-113,FRED-MD-114,FRED-MD-115,FRED-MD-116,FRED-MD-117,FRED-MD-118,FRED-MD-119,FRED-MD-120,FRED-MD-121,FRED-MD-122,FRED-MD-123,FRED-MD-124,FRED-MD-125,FRED-MD-126,US_AGRI-1,US_AGRI-2,US_AGRI-3,US_AGRI-4,US_AGRI-5,US_AGRI-6,US_AGRI-7,US_AGRI-8,US_AGRI-9,US_AGRI-10,US_AGRI-11,US_AGRI-12,US_AGRI-13,US_AGRI-14,US_AGRI-15,US_AGRI-16,US_AGRI-17,US_AGRI-18,US_Foreing_1,US_Foreing_2,US_Foreing_3,US_Foreing_4,US_Foreing_5,US_Foreing_6,US_Foreing_7,US_Foreing_8,US_Foreing_9,US_Foreing_10,US_Foreing_11,US_Foreing_12,US_Foreing_13,US_Foreing_14,US_Foreing_15,US_Foreing_16,US_Foreing_17,US_Foreing_18,US_Foreing_19,US_Foreing_20,US_Foreing_21,US_Foreing_22,US_Foreing_23,US_Foreing_24,US_Foreing_25,US_Foreing_26,US_Foreing_27,US_Foreing_28,US_Foreing_29,US_Foreing_30,US_Foreing_31,US_Foreing_32,US_Foreing_33,US_Foreing_34,US_Foreing_35,US_Foreing_36,US_Foreing_37,US_Foreing_38,US_Foreing_39,US_Foreing_40,US_Foreing_41,US_Foreing_42,US_Foreing_43,US_Foreing_44,US_Foreing_45,US_Foreing_46,US_Foreing_47,US_Foreing_48,US_Foreing_49,US_Foreing_50,US_Foreing_51,US_Foreing_52,US_Foreing_53,US_Foreing_54,US_Foreing_55,US_Foreing_56,US_Foreing_57,US_Foreing_58,US_Foreing_59,US_Foreing_60,US_Foreing_61,US_Foreing_62,US_Foreing_63,US_Foreing_64,US_Foreing_65,US_Foreing_66,US_Foreing_67,US_Foreing_68,US_Foreing_69,US_Foreing_70,US_Foreing_71,US_Foreing_72,US_Foreing_73,US_Foreing_74,US_Foreing_75,US_Foreing_76,US_CEMNT-1,US_CEMENT-2,US_TRANS-1,US_TRANS-2,US_TRANS-3,US_TRANS-4
1961,-0.0036226,0.023464,-0.1553,-0.68443,-0.918,-1.5708,-0.45069,-0.38606,-0.45797,0.028517,-0.57408,0.75299,-1.0311,-0.53768,-0.76419,0.45249,-0.48279,1.0601,0.1238,-0.77948,-0.35872,-0.68221,-0.40604,-1.1063,1.1852,1.0443,0.57478,0.86479,1.4487,1.3137,1.4825,0.34598,-1.1628,-0.79876,-0.77638,-0.71494,-0.69092,-0.85655,-0.22257,-0.8852,-1.3337,-0.79995,-1.1634,0.080029,0.67444,-1.3002,-0.20978,-1.3116,-0.161,1.0468,0.15283,-0.89133,-0.075652,-0.68134,0.8815,-0.23136,-1.7968,-0.1637,-0.20694,-0.81103,-1.0586,-1.362,-0.40104,0.58708,1.3191,0.77684,0.15241,0.15766,0.038804,-0.88959,-0.67415,-1.6468,-0.12331,0.82351,0.73334,-1.1224,0.9105,-0.6641,-0.49915,-0.29796,-0.38263,-0.39805,-0.27266,-0.21352,-0.060771,-0.10758,2.561,1.411,1.4849,1.5898,0.87502,0.56677,0.16787,0.0088573,-0.26229,0.27749,0.24826,0.15099,0.79687,-0.30453,-0.33625,-0.17518,0.10394,-0.0035776,-0.35251,-0.26855,-0.50817,0.24621,-0.46678,-0.036885,0.34235,-0.72397,-0.35111,-0.16113,-0.1802,-0.47869,0.50165,-0.27546,-0.95812,-1.0707,-1.0391,-1.0132,0.43823,-1.8468,-1.279,3.1501,0.43901,0.15941,0.48489,1.8593,0.55834,-0.13712,0.14849,0.15412,-0.44751,-0.41477,-0.34472,-0.097963,-0.15389,0.1538,-0.52773,-0.21514,-0.22638,-0.21778,-0.18243,-0.84181,-0.68337,0.80267,-0.58205,0.30982,-0.40798,-0.98831,0.30904,-1.2371,0.60661,2.275,-0.64101,0.53897,-0.50394,1.1842,-0.30896,-0.061235,0.026182,0.0033367,0.10353,0.1595,-0.67105,-0.57597,0.50248,-1.1555,0.40008,0.45984,0.40373,0.40378,-1.1224,0.9834,-1.3077,-0.68627,0.78542,-1.1331,-0.017866,0.10121,0.74353,-0.16258,-0.66741,-0.74301,-0.71206,0.28951,0.18027,-0.88978,-0.40501,-0.40896,-1.0364,-0.43839,-0.86579,-0.87202,-0.71825,0.17786,0.10691,0.50072,0.21847,-0.8574,-0.83715,-0.55504,-0.77359,-0.0098336,-0.77031,0.7834,0.46575,0.22826,0.24555,0.17909,-0.65992,-0.418,-0.7071,-0.50511,-0.58323,0.71677,-0.60116,0.58925,-0.37866,-0.37213,-0.53299,-0.90675,-0.51371,-0.52343,-0.02997
1962,0.036385,0.98523,0.96994,0.9321,0.7986,0.43366,1.271,1.3131,1.4776,1.4579,1.2859,1.38,0.59899,1.1867,0.88526,1.2944,1.1867,1.6137,0.70382,1.2204,0.28772,0.69607,-1.5053,-0.027816,-1.1176,-0.47311,-1.1599,-1.2829,-1.118,-1.2656,-0.95782,-0.91511,0.60716,0.78735,-0.41425,0.29965,1.0164,1.0498,0.90071,0.36804,-0.0032211,0.33044,0.082795,0.2145,1.0171,-0.52999,0.95794,-0.46018,0.18599,1.2726,0.20583,-0.48544,0.40533,-0.32428,1.0736,-0.1311,-1.4017,0.26384,0.53357,0.55453,-0.2648,-0.12105,-0.65061,0.093667,0.43487,1.0396,0.17146,-0.025846,-0.024175,0.45273,1.4531,0.72507,0.12691,-0.99641,-1.0673,0.94904,-0.33316,0.46013,0.21848,0.32061,0.25727,0.11876,-0.0096746,0.10479,-0.016506,-0.044964,1.2914,0.87305,0.80874,0.57353,0.21126,0.10738,-0.25449,-0.40934,0.12189,0.28917,0.20356,0.19972,1.0018,0.10518,0.090126,0.12823,0.086375,-0.0084217,0.096493,0.058679,-0.10647,0.19541,-0.15654,0.03719,0.76587,-0.13599,0.1654,0.035834,0.0019571,0.10573,0.15691,0.041137,0.13128,0.57557,-0.51904,0.97681,0.070697,0.86774,0.62642,-0.76124,-0.53761,0.10577,-0.088614,-0.57306,-0.56605,0.3675,-0.13949,-0.47668,-0.19337,-0.094465,-0.15111,0.90373,0.10752,0.12881,-0.87219,-1.2833,-1.66,-1.282,0.43373,0.37535,0.43896,-0.33851,-0.47243,0.14694,1.1579,1.7317,0.76055,-1.0377,1.5679,-0.74295,0.57387,-0.6351,-0.40252,0.97484,-0.062975,0.15842,-0.032992,-0.51379,-0.096463,0.1057,0.52236,0.50133,-0.27668,0.20302,0.15208,0.029959,-0.72672,-0.57466,-0.54424,0.20179,-1.8166,-0.78612,1.1703,0.21656,-0.61554,0.48429,-0.10226,-0.43039,-0.26942,0.63643,-0.28002,-0.22571,0.15551,0.036025,0.85626,0.85977,0.13104,-0.50456,0.28802,0.29929,-0.32404,-0.42963,0.16053,-0.078302,0.21701,0.42486,0.056762,0.30298,-0.033101,-0.0053408,-0.057352,-0.41849,0.10212,0.046021,-0.385,-0.36681,0.5635,0.25437,0.27243,0.44617,0.23203,-0.057105,0.23945,-0.5209,-0.17336,0.74256,0.6567,0.71695,-0.29572,0.12885,0.21633
1963,0.04329,0.31322,0.31733,0.47886,0.35666,-0.31088,0.7885,0.81763,0.85284,1.1439,0.75119,1.3602,0.091418,0.73314,0.38093,0.86905,0.69994,1.0742,0.99353,0.609,-0.17243,-0.16271,0.26104,0.063571,0.097077,-0.34803,0.63948,0.44427,-0.13883,-0.020546,-0.20846,-0.16853,0.12589,0.23954,-0.32733,0.11568,0.3541,0.38077,0.27088,0.17523,-0.12117,0.095022,0.032163,0.32741,1.1922,-0.20138,0.070472,-0.25139,0.4641,1.1472,0.45278,-0.13828,0.78897,0.05187,1.0126,0.1496,-0.90038,0.67261,0.26205,0.18292,0.75626,-0.2295,-0.13484,0.15144,0.26649,1.2017,0.083903,-0.1061,-0.031236,0.21685,1.1593,0.85413,1.4267,0.36908,0.33743,-0.38922,-0.077323,0.28458,0.20657,0.28971,0.28619,0.21142,0.15867,0.096049,-0.068943,-0.16213,0.80143,0.73756,0.64065,0.22984,-0.072042,-0.16781,-0.54531,-0.73746,0.074667,0.27037,0.23148,0.13933,0.08231,-0.24347,-0.20269,0.048561,-0.21414,-0.0084217,0.085751,0.042655,0.49297,-0.36148,-0.22443,0.077756,-0.56061,0.026581,-0.14604,0.0053527,0.081043,0.018444,-0.0099952,0.15723,-0.3301,-0.20964,-0.38661,-0.32723,0.12429,1.0399,0.66722,-0.77049,-0.88908,0.38212,-0.056571,-0.44722,-0.43643,0.19709,-0.13949,1.0686,0.63918,0.24942,0.35884,-0.47785,0.10752,-0.86782,0.46802,1.3342,1.0029,1.3366,0.28086,0.12448,0.01411,-0.095874,-0.01957,0.55807,-0.06076,0.9945,-0.73689,-0.29031,0.10345,-0.15607,0.039692,-0.60929,-0.099999,-1.3075,0.21703,-0.79878,0.10915,0.43156,0.56696,0.38239,0.16151,0.022336,-0.078624,-0.40225,0.23577,-0.10035,0.76078,-0.26339,-0.62495,-1.8635,-0.54341,-0.60475,0.79257,-0.41023,-0.44237,0.2949,0.17228,-0.048649,-0.20494,0.16224,-0.27076,0.30478,0.18357,-0.46953,0.35737,0.35881,-0.48736,-0.043801,0.018936,0.023154,-0.15145,2.2255,0.33826,-0.041556,0.35502,0.15147,-0.0080212,-0.046996,-0.098383,0.1152,-0.087499,-0.13695,0.19452,0.19316,-0.022319,-0.073356,0.21124,0.042637,0.13908,0.00083145,0.08178,0.2028,0.09465,-0.26311,-0.21099,0.47699,0.31337,0.36531,-0.65917,0.20191,0.17973
1964,0.042948,1.2249,1.1565,1.4841,0.66679,0.012971,0.92167,0.81788,0.78021,1.1063,0.60467,1.461,0.99589,1.0484,0.65263,1.3875,0.81925,1.7149,0.021432,0.65102,0.31799,0.54962,0.35019,0.54777,-0.46806,-0.36449,-0.50396,-0.70896,-0.43735,-0.40868,-0.43426,-0.63968,0.60172,0.46727,-0.00037692,0.26239,0.57104,0.51978,0.68697,0.77461,0.57772,0.61934,0.7464,0.40469,1.3219,0.055338,0.63097,0.021069,0.36422,1.1897,0.68953,-0.17894,0.26478,-0.059668,1.0717,0.40393,-0.92158,0.16756,0.51604,0.54141,0.83325,-0.061085,-0.31785,0.19393,-0.27639,1.0105,0.098933,0.13341,0.038263,0.33618,-0.35358,0.38024,1.3864,0.67664,0.71104,-0.41541,0.15655,0.20239,0.2864,0.30333,0.34965,0.39859,0.27005,0.23745,0.2024,-0.01535,1.0511,0.8489,0.7999,0.50399,-0.13752,-0.25713,-0.63844,-0.91637,-0.060853,0.27094,0.22743,0.1387,-0.1043,0.23272,0.13911,-0.015674,0.057139,-0.032765,0.47819,0.033969,-0.25759,0.19356,-0.18319,-0.02726,0.44549,-0.040233,0.14438,-0.038085,-0.016261,0.19592,0.076198,0.11592,0.2704,-0.19229,-0.12921,-0.14721,-0.072445,-0.27887,-0.048261,-0.47488,-1.3486,0.27504,-0.05674,-0.22473,-0.20725,-0.72227,-0.13949,2.1236,-0.026816,-0.59347,-0.63008,0.40217,0.10752,-0.16437,-0.25801,-0.44596,-0.71798,-0.4443,0.30932,0.22002,0.28942,-0.30517,0.56084,0.28654,2.1594,-0.12269,0.58085,0.22854,-1.2059,-3.0945,-0.26667,0.12398,0.61823,0.23264,0.8164,0.29012,0.10335,-1.0206,0.17252,0.27531,0.25096,0.26888,-0.24267,0.013824,-0.04237,1.6336,-1.0052,0.29033,-0.81824,-0.21584,0.11094,-0.038783,0.42428,-0.0093045,-0.24496,1.0412,0.018148,-0.11948,0.29257,0.38462,0.1237,0.51465,0.20008,-0.28075,0.63888,0.64618,-0.13132,0.46125,0.32264,0.33057,0.50681,1.6856,-0.0107,-0.11582,0.20726,0.25446,0.27701,0.19553,0.18088,0.11501,0.1765,-0.32723,0.13,0.18796,-0.31425,-0.35027,0.31763,0.31341,0.47124,0.26787,0.42144,0.058908,0.43256,-0.46924,-0.085836,0.71535,0.60481,0.62463,-0.44311,0.2881,0.26057
1965,0.0408,1.6484,1.4098,1.6973,1.1888,0.73859,1.6155,1.5663,1.7951,1.7556,1.7393,1.226,1.325,1.6717,1.2809,1.6008,1.5426,1.0044,-0.07604,1.1436,0.82073,1.3239,0.44696,0.74128,-0.63676,-0.67718,-0.63772,-0.91346,-0.92146,-0.85016,-0.93737,-0.80408,1.345,1.1537,0.036021,0.53238,1.3844,1.3724,1.3355,1.2906,1.2025,1.1419,1.4115,0.12132,1.8937,0.79641,1.1915,0.71111,0.21015,1.3211,0.77083,-0.19041,-0.558,-0.17757,1.1595,0.61071,-0.86251,-0.5673,0.86361,0.80247,1.5422,0.47257,-0.28457,0.080475,0.10131,1.0083,0.0024345,0.038467,0.0045913,0.88506,-0.20241,-0.081168,1.0909,0.10977,0.086667,0.12174,-0.20131,0.34175,0.28776,0.30683,0.30168,0.24673,0.20657,0.13755,0.12573,0.053901,0.60592,0.56989,0.49026,0.058677,-0.46563,-0.57671,-0.90345,-1.1949,0.44798,0.29801,0.19796,0.19305,-0.11787,0.45591,0.51094,0.19511,0.37524,-0.0086292,-0.089805,0.15186,0.11534,0.028553,0.2352,0.12597,-0.78196,0.34521,-0.064902,0.23261,0.24711,-0.007711,-0.93405,0.16186,0.035268,0.94765,1.124,0.75335,0.046601,-0.19185,-0.084893,0.33944,-1.2076,-1.564,-0.056906,-0.63056,-0.62528,1.0855,-0.13949,-1.5194,0.057843,0.72713,0.72936,0.18211,0.10752,-0.25562,-0.075424,-0.16979,-0.3383,-0.168,0.19906,0.83328,0.4788,-0.6536,-0.44913,-0.23016,0.62669,-0.42019,-0.80255,-0.96692,-1.9514,-0.18945,-1.2271,1.9635,-0.39755,-0.89605,0.054453,0.06592,0.12454,-0.079046,-0.023134,-1.5638,0.88734,0.49191,-0.45107,0.45212,0.32209,-0.84172,-0.23889,0.015188,-1.5213,0.23657,-1.8468,-1.5057,1.5878,0.44735,-0.078913,1.3155,-0.12647,-0.12234,-0.24934,0.89655,-0.25996,-0.33411,0.14726,0.15249,1.0745,1.0764,0.3359,-0.56537,0.47089,0.48485,-0.25593,-0.58935,-1.0064,-0.34099,0.55319,0.90705,0.28089,0.25509,0.060887,0.16751,0.071224,-0.7685,0.12664,0.17829,-0.18785,-0.22277,0.96512,0.24961,0.51781,0.36759,0.33148,-0.046191,0.36657,-0.8901,-0.29608,1.1881,0.94842,1.305,-0.39934,0.60717,0.34979
1966,0.049226,1.4085,1.1939,1.33,0.83159,0.34129,1.3819,1.5067,1.7239,0.93778,0.37587,1.4097,1.4941,1.2074,0.77863,1.253,1.2604,1.4542,0.71328,0.48232,0.96383,1.939,0.36385,0.73499,-0.70425,-0.66071,-0.57137,-1.5553,-1.2676,-1.3849,-1.1326,-0.88426,1.8293,1.4638,-0.010456,0.21362,1.8704,1.8711,1.7119,1.805,1.1735,1.1015,1.1763,0.36992,3.1043,1.0959,0.86453,0.94655,-0.54324,0.68037,0.24202,-0.90662,-1.4024,-0.98413,0.7054,0.045254,-1.5069,-1.6742,0.73041,0.99674,2.0744,1.097,0.59722,0.06513,-0.69526,0.13597,0.017415,0.0040305,0.0023773,-0.057963,0.026939,-0.81113,-0.14312,-0.7851,-0.75573,0.91866,-0.70721,0.58926,0.74053,0.66374,0.7682,0.80605,0.86187,0.73594,0.82018,0.85959,0.96158,0.36868,0.44349,0.092108,-0.61589,-0.84136,-1.1214,-1.3186,0.57999,0.27371,0.23775,0.1616,-0.11739,0.43996,0.36849,0.21217,0.07329,0.03252,-0.48432,0.85908,1.2114,-0.05351,1.5177,0.57897,0.31047,0.89705,0.67465,0.7741,0.74743,0.8487,0.48019,0.47971,1.1208,0.53465,1.0936,0.78325,-0.61991,-0.22032,-0.60962,-0.18533,-0.32759,-0.45406,-0.057068,-0.43145,-0.42019,-0.26014,-0.13949,0.38849,0.029494,-0.4286,-0.076837,5.0143,0.10752,-0.89852,0.22659,-0.31755,-0.41113,-0.31583,6.232,1.2179,0.81275,-1.0101,0.30649,0.37478,-0.42692,-0.96016,0.68649,0.34243,1.2299,1.1948,0.063567,-0.35334,0.19879,0.52358,-0.16152,0.037696,-0.012643,-0.48423,0.26849,-0.45384,1.097,0.7439,-0.63614,1.0459,0.038844,-0.38031,-2.0636,0.33252,-1.7208,-0.18582,1.3766,-1.0565,1.2537,0.91005,-0.61249,1.3195,-0.78665,-0.78203,0.3106,1.1021,0.28144,-0.39399,0.139,0.7027,0.77948,0.7803,0.90756,-0.14146,0.93375,0.94501,0.24403,-1.659,-1.035,-0.6155,-0.068771,1.2648,0.78293,0.59185,0.63136,0.044333,0.63433,-1.0631,-0.41177,-0.20472,-0.2037,-0.14043,1.101,0.3837,0.72475,0.59287,0.51763,-0.72989,0.5506,-0.88931,0.18713,0.75923,0.81007,1.3757,-0.44125,0.70675,0.11958
1967,0.036995,0.73534,0.3027,-0.15536,-0.68791,-2.292,-0.10536,0.41359,0.39336,0.19715,-0.89564,1.6125,-0.33105,-0.77109,-0.92827,-0.0492,-0.15691,1.8244,0.32465,-1.1188,-0.35476,-0.51629,0.77619,0.39341,0.071772,-0.71008,0.44786,0.86571,-0.52128,-0.16121,-0.85471,0.8796,0.66454,0.15413,-0.22651,-0.67427,0.45372,0.37352,0.64642,1.2861,0.56401,0.53705,0.45781,1.0368,2.2919,-0.030236,-1.7045,-0.27509,-0.22791,0.74227,0.58428,-0.57614,-1.0737,-0.45156,0.86443,0.56153,-0.98671,-1.1216,-0.68519,-0.25666,0.54742,0.85233,1.5955,-0.25074,0.11984,0.27891,-0.052327,-0.0028458,0.023956,-0.86275,-1.0173,-0.87006,-0.9025,0.070972,0.11769,-0.33695,0.047437,-0.47457,-0.23752,-0.37788,-0.31227,-0.21692,0.026687,0.1836,0.48757,0.62323,2.2476,0.90792,1.1272,1.0108,0.12372,-0.14839,-0.43357,-0.56631,0.48886,0.28177,0.207,-0.033349,-0.080508,-0.64708,-0.77889,-0.35454,-0.78528,0.062119,0.21547,-0.13197,0.86904,0.27896,1.8996,-0.32088,0.95003,0.46935,0.49339,-0.1821,-0.30432,-0.012656,1.3907,-0.47831,0.48422,0.56695,0.60915,-0.024062,-0.26287,-0.70265,-0.58279,1.5231,-0.88818,0.24697,-0.057226,-0.29783,-0.28255,0.23242,-0.13949,0.75531,0.73275,0.36126,0.66082,-0.031287,0.10752,-0.83794,1.0573,-0.28746,-0.33066,-0.28572,-0.14318,0.32569,-0.31563,-0.044209,-0.40429,-0.74009,-0.41412,0.47009,-1.7235,-1.0128,-0.75692,0.35914,-1.0068,2.1477,-0.26131,-1.83,0.13138,1.4114,0.14132,0.35529,-1.3336,0.24723,0.20518,-0.34357,0.048625,-0.51766,0.23399,-0.51138,-1.9728,-1.2105,-0.77679,0.061131,-0.56441,-1.1024,1.0262,-0.51399,-1.3988,0.72092,0.093469,-0.23573,-0.40267,-0.077632,-0.12282,0.030583,0.16541,-0.075526,-0.28661,-0.29618,-0.14375,-0.14221,-0.1822,-0.186,-0.2131,-0.89475,-0.49985,-0.18411,-2.8793,0.33011,-0.088965,-0.34193,-0.18593,0.14768,-0.13197,-0.084551,0.020015,0.073811,0.60052,0.54264,0.20353,-0.36035,-0.19348,-0.43333,-0.34021,0.10557,-0.31279,-0.030226,-0.19111,-0.022106,-0.18645,0.15878,-0.13601,0.34356,-0.032303
1968,0.035857,1.2191,0.85678,1.3804,0.7285,1.2691,0.66158,0.56636,0.5583,1.2024,1.0827,1.0134,0.010617,0.75655,0.27581,1.6177,0.56692,1.6992,0.93177,0.0079356,0.396,0.97479,0.3524,0.4015,-0.26562,-0.21637,-0.43723,-0.7359,-0.3805,-0.33602,-0.42767,-0.85182,0.76566,0.48636,-0.14036,0.30796,0.60183,0.44027,1.0225,1.0405,0.70415,0.50157,1.0287,1.3018,1.2753,0.11182,0.51422,0.0077416,0.28522,0.85478,0.83938,0.035824,-0.27772,0.10312,0.94435,0.91912,-0.39629,-0.35136,0.3637,0.66709,0.019677,0.31832,-0.25131,0.85638,0.60596,0.25996,0.12585,0.11469,-0.0019923,-0.041105,0.72011,0.32955,-1.1585,0.036978,0.080881,-0.21964,0.26297,0.81582,0.51843,0.76324,0.67836,0.63917,0.62217,0.67902,0.88105,0.78366,0.40806,0.256,0.23875,-0.0015004,-0.57591,-0.72374,-0.85054,-0.94353,0.13091,0.24741,0.16674,-1.595,-0.12889,0.54467,0.57383,0.26286,0.44747,-0.054415,0.096559,0.8788,0.95682,0.06197,-0.6597,0.74943,0.91981,0.51956,0.58658,0.76471,0.93931,1.0809,1.2006,0.61203,1.1346,2.4207,1.397,2.5846,0.35209,0.14727,0.25497,-0.11655,-0.80374,0.19678,-0.05738,-0.40954,-0.39762,-0.04287,-0.13949,-0.20508,-0.18095,0.22921,-0.27933,-1.9419,0.10752,-0.84599,-0.52973,3.1026,3.0895,3.1059,-0.49473,0.53571,0.21977,-0.56038,0.1586,0.063789,-0.1475,-1.7791,0.31295,0.29415,-0.27466,-0.1271,-0.7632,0.86116,0.20612,-0.16991,0.14385,1.2798,0.28818,-0.85846,-1.223,0.19705,0.35888,0.083999,-0.35374,1.2091,0.25062,-0.1507,-1.6338,0.41961,-2.0216,-1.3754,-1.634,-1.6102,1.2904,1.1789,0.99022,1.0632,-0.054959,-0.44217,0.53347,0.38497,0.25711,-0.38172,0.13075,0.61103,0.46864,0.47544,0.81032,-0.13021,0.53001,0.53554,0.22927,0.78099,-0.35804,-0.40211,1.4348,0.56717,0.67305,0.10152,0.49455,0.30185,0.53414,-0.5532,0.032306,0.28569,-0.024835,-0.11824,0.44598,0.30993,0.76656,0.056848,0.58981,-0.00071338,0.62477,-0.64851,-0.011013,0.83632,0.6582,0.94493,-0.05735,0.7761,0.30365
1969,0.0493,0.78286,0.66132,0.25886,0.1127,0.41231,0.45789,0.30202,0.15947,0.5658,0.20299,0.80292,0.28522,0.62715,0.1909,1.2922,0.34257,1.932,0.60272,-0.10595,0.48517,0.58581,1.2792,0.76354,-0.046318,-0.29208,0.27236,0.082037,-0.33202,-0.20983,-0.48029,0.009265,1.0264,0.70761,0.33084,0.95856,0.66673,0.58202,0.85103,1.2469,1.1709,0.91035,1.3117,1.535,0.75144,0.12551,0.00040902,-0.15218,0.24834,0.69611,0.80497,-0.10978,-0.037097,0.050196,0.75606,0.69848,-0.43355,-0.10604,0.1976,0.43287,0.13831,0.58521,0.33101,-0.3435,-0.95146,-0.70287,-0.10465,-0.10902,-0.031766,0.47301,0.016565,0.80022,-0.12115,-0.58938,-0.57611,0.43239,-0.33109,1.4124,1.1969,0.9495,1.043,1.062,1.2105,1.1438,1.0975,0.94789,-1.3397,-1.7065,-1.5179,-1.7922,-1.6615,-1.7374,-1.7695,-1.8076,0.46647,0.26918,0.1489,0.15752,-0.119,0.23721,0.26978,0.20648,0.31042,0.15432,0.15253,0.70725,0.25244,0.13272,0.56513,0.34975,0.44442,1.1385,0.61868,0.36971,0.72328,0.45091,-0.25649,0.24375,0.86132,0.52561,1.2403,-0.28666,-0.3148,0.87036,0.62894,-1.8172,-0.57004,-1.5151,-0.05753,-0.093374,-0.07195,0.48956,-0.13949,-0.36585,-0.31345,-0.064817,-0.020369,-2.4182,0.10752,-0.85427,-0.77708,3.7163,3.7123,3.7199,-0.72375,0.77851,-0.0086954,-0.61771,0.18867,0.32937,0.10034,-2.5514,0.83266,-1.2701,0.30887,-1.5354,-1.8334,1.5283,0.15688,-0.11718,0.83838,0.72429,0.36872,-0.23381,-1.3116,-1.515,0.43336,-0.20477,-0.31296,-0.048249,0.056583,-0.90235,-0.042352,0.10455,-1.0395,-2.1843,-0.28198,-1.0532,0.9341,-0.070351,-0.34404,0.9601,-0.13387,0.11313,-0.16123,0.24153,-0.2782,0.11579,0.17037,-0.29598,0.0089176,0.0084388,-0.055669,-0.21053,0.47349,0.47322,0.023508,1.7903,-0.027463,-0.59099,1.7892,0.79518,0.75228,-0.11486,0.54093,0.38381,0.62251,-0.60188,-0.11279,0.23983,0.46853,0.35246,0.49426,0.051294,0.65223,-0.28613,0.37476,-0.086407,0.42714,-0.56549,0.02426,0.5639,0.36221,0.92925,0.095183,1.031,0.18315
